Episode,Total_Reward,Cumulative_Reward,Epsilon,Learning_Rate,Gamma,Batch_Size,Epsilon_Decay,Steps_Per_Episode,ON_Percent,OFF_Percent
721,29.294454006251094,28090.574145994342,1.2253031043e-314,0.001,0.99,64,0.995,200,23.5,76.5
722,12.928797861193834,28103.50294385554,4.496345575e-315,0.001,0.99,64,0.995,200,24.0,76.0
723,32.97334552671566,28136.476289382263,1.64996917e-315,0.001,0.99,64,0.995,200,8.5,91.5
724,31.252660282444076,28167.728949664677,6.05469094e-316,0.001,0.99,64,0.995,200,22.0,78.0
725,41.33769754517045,28209.066647209886,2.22181603e-316,0.001,0.99,64,0.995,200,23.0,77.0
726,56.45636286112647,28265.523010071145,8.153126e-317,0.001,0.99,64,0.995,200,16.5,83.5
727,33.18118266403165,28298.70419273517,2.9918526e-317,0.001,0.99,64,0.995,200,15.5,84.5
728,32.84304757231787,28331.547240307496,1.0978845e-317,0.001,0.99,64,0.995,200,20.0,80.0
729,63.23501218641431,28394.782252493915,4.02875e-318,0.001,0.99,64,0.995,200,9.0,91.0
730,54.70085068362458,28449.48310317768,1.478393e-318,0.001,0.99,64,0.995,200,25.5,74.5
731,-7.403567526574081,28442.079535651108,5.42504e-319,0.001,0.99,64,0.995,200,25.5,74.5
732,50.44333435147812,28492.522870002595,1.99074e-319,0.001,0.99,64,0.995,200,16.5,83.5
733,63.19999999999983,28555.72287000284,7.305e-320,0.001,0.99,64,0.995,200,25.5,74.5
734,80.23999999999985,28635.96287000299,2.68e-320,0.001,0.99,64,0.995,200,8.5,91.5
735,49.92695214480615,28685.88982214783,9.83e-321,0.001,0.99,64,0.995,200,14.499999999999998,85.5
736,48.65509974737296,28734.544921895264,3.607e-321,0.001,0.99,64,0.995,200,16.5,83.5
737,-0.17803810571888265,28734.366883789535,1.35e-321,0.001,0.99,64,0.995,200,18.5,81.5
738,42.25872766552227,28776.625611455074,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
739,45.032432276999124,28821.658043732114,4.9e-322,0.001,0.99,64,0.995,200,19.5,80.5
740,45.222568695874074,28866.880612428,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
741,55.985374928997324,28922.86598735711,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
742,7.0767726553240395,28929.94276001245,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
743,31.2849395828736,28961.227699595314,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
744,52.63742564892431,29013.865125244254,4.9e-322,0.001,0.99,64,0.995,200,9.0,91.0
745,49.38886738389767,29063.253992628135,4.9e-322,0.001,0.99,64,0.995,200,9.5,90.5
746,20.721272162175733,29083.97526479032,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
747,35.44205516795577,29119.417319958273,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
748,81.59999999999985,29201.017319958435,4.9e-322,0.001,0.99,64,0.995,200,8.0,92.0
749,20.651754556891873,29221.669074515325,4.9e-322,0.001,0.99,64,0.995,200,19.5,80.5
750,23.79027297117935,29245.459347486514,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
751,48.945716028827775,29294.405063515354,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
752,21.64013228878453,29316.045195804163,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
753,29.274967247856804,29345.320163052034,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
754,27.839194641450277,29373.1593576935,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
755,64.15999999999984,29437.319357693767,4.9e-322,0.001,0.99,64,0.995,200,16.5,83.5
756,44.50171327586991,29481.821070969647,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
757,58.39999999999985,29540.221070969903,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
758,30.7515951857385,29570.97266615563,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
759,51.47568734952989,29622.448353505373,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
760,41.61413131074071,29664.062484816102,4.9e-322,0.001,0.99,64,0.995,200,17.5,82.5
761,55.01080711722022,29719.073291933324,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
762,69.18564241948494,29788.258934352983,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
763,47.60157035160958,29835.86050470456,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
764,35.40786855019647,29871.268373254785,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
765,62.79999999999984,29934.068373255042,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
766,28.250223627224536,29962.318596882276,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
767,46.154735239662564,30008.47333212193,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
768,56.39999999999986,30064.873332122177,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
769,54.91999999999986,30119.793332122423,4.9e-322,0.001,0.99,64,0.995,200,25.0,75.0
770,60.55999999999985,30180.353332122682,4.9e-322,0.001,0.99,64,0.995,200,19.0,81.0
771,54.05235035205228,30234.405682474906,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
772,45.42759492732681,30279.83327740223,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
773,37.19171664250148,30317.024994044696,4.9e-322,0.001,0.99,64,0.995,200,7.000000000000001,93.0
774,36.46728789423978,30353.49228193893,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
775,31.796718310095596,30385.28900024903,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
776,72.63756301689676,30457.926563266035,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
777,20.732512563073634,30478.659075829088,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
778,56.0115679560221,30534.670643785328,4.9e-322,0.001,0.99,64,0.995,200,14.499999999999998,85.5
779,8.837234190369594,30543.507877975688,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
780,35.8055053035364,30579.31338327925,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
781,26.554102770502947,30605.867486049767,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
782,-4.488945201754687,30601.378540848007,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
783,69.31999999999984,30670.69854084824,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
784,29.70160688441514,30700.400147732664,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
785,66.31999999999984,30766.720147732933,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
786,27.475797421855717,30794.195945154803,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
787,14.075251413028498,30808.27119656782,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
788,77.79999999999986,30886.071196567962,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
789,69.35999999999983,30955.43119656818,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
790,16.974843526622195,30972.40604009479,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
791,50.84928820391188,31023.25532829886,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
792,57.35117148702801,31080.606499785892,4.9e-322,0.001,0.99,64,0.995,200,9.0,91.0
793,65.04305311042415,31145.649552896353,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
794,10.403687188933397,31156.053240085294,4.9e-322,0.001,0.99,64,0.995,200,19.5,80.5
795,44.83689021111428,31200.89013029646,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
796,9.65875298701369,31210.5488832835,4.9e-322,0.001,0.99,64,0.995,200,28.999999999999996,71.0
797,40.910930853613166,31251.459814137135,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
798,33.02871763466275,31284.488531771807,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
799,63.9365595217763,31348.42509129373,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
800,32.17121008158215,31380.596301375335,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
801,68.74373995104538,31449.3400413265,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
802,40.841095573449216,31490.181136899984,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
803,32.744299266631245,31522.92543616665,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
804,35.07134264621231,31557.99677881284,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
805,48.53229106630809,31606.52906987917,4.9e-322,0.001,0.99,64,0.995,200,19.0,81.0
806,21.874751796850802,31628.403821676002,4.9e-322,0.001,0.99,64,0.995,200,26.0,74.0
807,55.055411834469794,31683.45923351058,4.9e-322,0.001,0.99,64,0.995,200,16.5,83.5
808,-4.37655242601043,31679.08268108458,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
809,33.61626371890033,31712.698944803473,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
810,30.432285727397314,31743.131230530853,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
811,42.39047741030013,31785.52170794117,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
812,48.422155098012276,31833.943863039163,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
813,33.36031131309362,31867.30417435228,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
814,57.67999999999985,31924.984174352536,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
815,65.52012875538114,31990.504303107922,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
816,5.428296909669016,31995.932600017597,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
817,23.656000817831,32019.58860083546,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
818,27.947617559118527,32047.536218394584,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
819,47.22590405495522,32094.76212244956,4.9e-322,0.001,0.99,64,0.995,200,14.499999999999998,85.5
820,31.253454007777293,32126.015576457365,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
821,44.35600881505199,32170.371585272427,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
822,58.997551288466425,32229.369136560905,4.9e-322,0.001,0.99,64,0.995,200,8.0,92.0
823,23.122550930920237,32252.491687491827,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
824,75.07999999999987,32327.57168749199,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
825,44.974960524231584,32372.546648016225,4.9e-322,0.001,0.99,64,0.995,200,28.000000000000004,72.0
826,36.065227952404165,32408.61187596864,4.9e-322,0.001,0.99,64,0.995,200,11.0,89.0
827,32.13087786710251,32440.742753835762,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
828,23.031484807013,32463.774238642767,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
829,59.79608178476297,32523.57032042751,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
830,15.554138668880865,32539.124459096405,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
831,35.37453242440795,32574.49899152085,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
832,56.439999999999856,32630.9389915211,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
833,52.50371562851749,32683.442707149632,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
834,35.65917185234767,32719.101879001988,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
835,7.2527744611161875,32726.3546534631,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
836,46.53950114270562,32772.894154605805,4.9e-322,0.001,0.99,64,0.995,200,17.5,82.5
837,-3.038241851653585,32769.855912754174,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
838,69.07859633522679,32838.93450908896,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
839,-4.948625908644063,32833.98588318027,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
840,42.591172092761624,32876.577055272886,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
841,33.5176585909553,32910.09471386376,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
842,36.63998480067924,32946.73469866445,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
843,33.001894180658915,32979.73659284514,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
844,4.810350554622425,32984.546943399786,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
845,44.660725623809675,33029.2076690236,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
846,24.68458131462998,33053.89225033822,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
847,25.67915785841192,33079.5714081966,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
848,65.99188690933897,33145.563295105494,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
849,32.12521051729073,33177.68850562276,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
850,35.90291082060919,33213.59141644342,4.9e-322,0.001,0.99,64,0.995,200,16.5,83.5
851,20.53637250477795,33234.12778894817,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
852,51.690261665802375,33285.81805061384,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
853,56.9606215823341,33342.77867219598,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
854,39.80568989578619,33382.58436209172,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
855,44.45373435544628,33427.03809644718,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
856,52.136609606784376,33479.17470605373,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
857,64.87197366208905,33544.04667971547,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
858,57.159999999999854,33601.20667971501,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
859,11.64062335160669,33612.84730306666,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
860,72.95999999999984,33685.807303066314,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
861,77.55999999999985,33763.367303065956,4.9e-322,0.001,0.99,64,0.995,200,9.5,90.5
862,23.629230422426488,33786.99653348835,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
863,27.253425357566798,33814.24995884591,4.9e-322,0.001,0.99,64,0.995,200,26.0,74.0
864,42.65475191859234,33856.90471076447,4.9e-322,0.001,0.99,64,0.995,200,9.5,90.5
865,75.63999999999983,33932.5447107641,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
866,12.832251327017458,33945.37696209107,4.9e-322,0.001,0.99,64,0.995,200,26.0,74.0
867,43.81339485057103,33989.19035694165,4.9e-322,0.001,0.99,64,0.995,200,19.0,81.0
868,18.441295287184783,34007.63165222885,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
869,38.11140810144677,34045.74306033029,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
870,75.08759638935027,34120.83065671929,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
871,54.518740744176235,34175.34939746346,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
872,54.03829220602397,34229.387689669486,4.9e-322,0.001,0.99,64,0.995,200,11.0,89.0
873,41.84328717158479,34271.230976841056,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
874,4.301820412735307,34275.53279725372,4.9e-322,0.001,0.99,64,0.995,200,23.0,77.0
875,76.99999999999984,34352.53279725336,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
876,6.584086083783231,34359.11688333712,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
877,8.87130168553798,34367.98818502262,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
878,52.009192888176955,34419.9973779108,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
879,45.05142339624474,34465.04880130706,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
880,76.79999999999983,34541.84880130668,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
881,0.9894771133788354,34542.83827842012,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
882,54.41446568295543,34597.25274410273,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
883,-8.171471386720937,34589.08127271593,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
884,19.511178710787092,34608.5924514267,4.9e-322,0.001,0.99,64,0.995,200,28.000000000000004,72.0
885,29.9371249377653,34638.529576364475,4.9e-322,0.001,0.99,64,0.995,200,7.5,92.5
886,44.877020455893884,34683.40659682038,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
887,28.401211874637895,34711.80780869507,4.9e-322,0.001,0.99,64,0.995,200,14.499999999999998,85.5
888,61.19999999999984,34773.00780869459,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
889,51.0798254256138,34824.087634120144,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
890,39.43699231205878,34863.52462643217,4.9e-322,0.001,0.99,64,0.995,200,26.5,73.5
891,58.370327050426674,34921.89495348214,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
892,20.560990337372456,34942.455943819565,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
893,67.20872583765986,35009.66466965697,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
894,48.1178654895631,35057.78253514626,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
895,72.76857857483378,35130.551113720765,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
896,40.66073129375454,35171.211845014535,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
897,57.67999999999985,35228.89184501406,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
898,62.90744164512775,35291.7992866589,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
899,48.62910559064192,35340.42839224947,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
900,45.848940945331556,35386.277333194776,4.9e-322,0.001,0.99,64,0.995,200,9.0,91.0
901,-7.470395552795728,35378.806937642,4.9e-322,0.001,0.99,64,0.995,200,16.5,83.5
902,42.621549522280304,35421.4284871643,4.9e-322,0.001,0.99,64,0.995,200,26.5,73.5
903,60.01517224233541,35481.443659406614,4.9e-322,0.001,0.99,64,0.995,200,7.000000000000001,93.0
904,60.239999999999846,35541.68365940614,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
905,13.912638704971258,35555.59629811107,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
906,67.80364996229859,35623.39994807309,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
907,6.894225049688509,35630.29417312274,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
908,-8.495493424879816,35621.79867969783,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
909,48.2065550776696,35670.005234775555,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
910,45.74913756063749,35715.75437233622,4.9e-322,0.001,0.99,64,0.995,200,9.0,91.0
911,27.528291861909565,35743.282664198116,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
912,38.897377288339214,35782.1800414865,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
913,47.493592939012096,35829.673634425504,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
914,52.788590126780676,35882.462224551884,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
915,55.27925610864745,35937.741480660174,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
916,44.804861623959034,35982.54634228411,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
917,11.437596990865863,35993.983939275015,4.9e-322,0.001,0.99,64,0.995,200,19.0,81.0
918,63.75999999999983,36057.74393927453,4.9e-322,0.001,0.99,64,0.995,200,26.5,73.5
919,26.967323823340333,36084.71126309789,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
920,28.991656671702945,36113.70291976958,4.9e-322,0.001,0.99,64,0.995,200,14.000000000000002,86.0
921,59.07999999999985,36172.7829197691,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
922,31.19627707075822,36203.979196839835,4.9e-322,0.001,0.99,64,0.995,200,13.0,87.0
923,26.464988287594686,36230.444185127424,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
924,35.46150968264059,36265.905694810026,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
925,62.31999999999984,36328.22569480967,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
926,10.804870585398664,36339.03056539509,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
927,58.99999999999985,36398.03056539463,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
928,27.57954363974686,36425.61010903436,4.9e-322,0.001,0.99,64,0.995,200,20.5,79.5
929,31.867385298169317,36457.47749433253,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
930,39.741241225140705,36497.21873555767,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
931,35.24121649377553,36532.45995205144,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
932,54.967957225824804,36587.42790927718,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
933,13.031432952600996,36600.45934222975,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
934,19.74251559719326,36620.201857826905,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
935,62.208079134293065,36682.409936961114,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
936,23.022531400346924,36705.432468361454,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
937,11.729907966864326,36717.16237632828,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
938,79.15792773136589,36796.320304059336,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
939,3.7860615765558485,36800.10636563591,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
940,14.278995592960252,36814.38536122892,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
941,31.434735078140626,36845.82009630708,4.9e-322,0.001,0.99,64,0.995,200,23.0,77.0
942,63.18494863459209,36909.005044941594,4.9e-322,0.001,0.99,64,0.995,200,11.5,88.5
943,-10.97741588447789,36898.02762905717,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
944,63.52177555415528,36961.54940461124,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
945,35.0571039430577,36996.60650855424,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
946,40.6465824273102,37037.253090981605,4.9e-322,0.001,0.99,64,0.995,200,18.5,81.5
947,0.2300158953881991,37037.48310687699,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
948,30.745234882927004,37068.22834175993,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
949,21.72893313099724,37089.95727489094,4.9e-322,0.001,0.99,64,0.995,200,18.5,81.5
950,55.352410571303096,37145.30968546222,4.9e-322,0.001,0.99,64,0.995,200,7.5,92.5
951,68.02437148048185,37213.334056942345,4.9e-322,0.001,0.99,64,0.995,200,14.499999999999998,85.5
952,17.427836728927485,37230.76189367123,4.9e-322,0.001,0.99,64,0.995,200,23.0,77.0
953,62.719999999999835,37293.48189367077,4.9e-322,0.001,0.99,64,0.995,200,17.5,82.5
954,62.81795644412196,37356.29985011488,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
955,10.790876087665216,37367.09072620259,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
956,57.959999999999866,37425.05072620211,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
957,61.999999999999844,37487.05072620165,4.9e-322,0.001,0.99,64,0.995,200,18.0,82.0
958,60.19999999999985,37547.250726201164,4.9e-322,0.001,0.99,64,0.995,200,25.5,74.5
959,22.63513839919481,37569.885864600365,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
960,32.14395238841623,37602.02981698879,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
961,50.44612728651558,37652.47594427521,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
962,18.63018658801964,37671.10613086322,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
963,48.281668662882716,37719.38779952603,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
964,72.76923095600787,37792.15703048176,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
965,21.05594384647217,37813.212974328235,4.9e-322,0.001,0.99,64,0.995,200,10.0,90.0
966,37.34017787441923,37850.553152202636,4.9e-322,0.001,0.99,64,0.995,200,11.0,89.0
967,37.4671953515592,37888.02034755419,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
968,47.916892039411636,37935.937239593586,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
969,9.066188468337927,37945.003428061915,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
970,50.475163746185814,37995.47859180806,4.9e-322,0.001,0.99,64,0.995,200,17.5,82.5
971,55.079999999999856,38050.55859180758,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
972,54.6324449830698,38105.19103679069,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
973,6.424553151657959,38111.61558994235,4.9e-322,0.001,0.99,64,0.995,200,23.0,77.0
974,51.63999270924012,38163.25558265159,4.9e-322,0.001,0.99,64,0.995,200,10.5,89.5
975,33.73836749175234,38196.993950143275,4.9e-322,0.001,0.99,64,0.995,200,22.5,77.5
976,6.658244260929682,38203.652194404196,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
977,64.03797367947124,38267.69016808368,4.9e-322,0.001,0.99,64,0.995,200,8.5,91.5
978,40.02339152184096,38307.71355960548,4.9e-322,0.001,0.99,64,0.995,200,15.0,85.0
979,40.38298979404518,38348.09654939953,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
980,25.55168425505834,38373.64823365453,4.9e-322,0.001,0.99,64,0.995,200,18.5,81.5
981,65.43999999999984,38439.088233654096,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
982,41.95855944676427,38481.04679310075,4.9e-322,0.001,0.99,64,0.995,200,16.0,84.0
983,67.27999999999983,38548.32679310033,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
984,70.75999999999983,38619.08679309994,4.9e-322,0.001,0.99,64,0.995,200,13.5,86.5
985,63.31999999999984,38682.406793099486,4.9e-322,0.001,0.99,64,0.995,200,17.0,83.0
986,24.56523877131085,38706.97203187085,4.9e-322,0.001,0.99,64,0.995,200,22.0,78.0
987,68.75999999999985,38775.73203187056,4.9e-322,0.001,0.99,64,0.995,200,12.5,87.5
988,60.88742217036403,38836.6194540409,4.9e-322,0.001,0.99,64,0.995,200,11.0,89.0
989,59.880503776082755,38896.49995781689,4.9e-322,0.001,0.99,64,0.995,200,12.0,88.0
990,45.97411875450388,38942.47407657107,4.9e-322,0.001,0.99,64,0.995,200,30.0,70.0
991,49.03628488889593,38991.51036145995,4.9e-322,0.001,0.99,64,0.995,200,9.5,90.5
992,64.2379540026914,39055.74831546219,4.9e-322,0.001,0.99,64,0.995,200,15.5,84.5
993,40.28154568413082,39096.02986114634,4.9e-322,0.001,0.99,64,0.995,200,23.0,77.0
994,-9.633366353957651,39086.39649479233,4.9e-322,0.001,0.99,64,0.995,200,21.5,78.5
995,32.723407708948415,39119.11990250133,4.9e-322,0.001,0.99,64,0.995,200,20.0,80.0
996,8.37729613717803,39127.49719863857,4.9e-322,0.001,0.99,64,0.995,200,24.0,76.0
997,35.83748664337408,39163.334685281705,4.9e-322,0.001,0.99,64,0.995,200,28.499999999999996,71.5
998,18.020953445820357,39181.35563872754,4.9e-322,0.001,0.99,64,0.995,200,21.0,79.0
999,23.940481183544595,39205.296119911065,4.9e-322,0.001,0.99,64,0.995,200,24.5,75.5
1000,45.63999999999988,39250.93611991071,4.9e-322,0.001,0.99,64,0.995,200,23.5,76.5
